bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,plot_ID
120,133,41,6988,277,-46,323,117,126,207,27,1681,168,126,8,444,396,433,408,37_175_7
105,129,40,7021,260,-61,321,25,157,192,11,1768,183,116,10,494,389,433,467,37_173_36
97,124,38,7123,252,-66,318,16,150,186,2,1741,178,113,10,479,380,434,452,37_173_31
136,137,40,7513,307,-35,342,213,52,231,37,1265,121,92,9,345,277,341,286,37_23_52
117,131,39,7257,280,-51,331,191,36,208,21,1354,130,97,9,369,298,363,299,37_11_2
120,132,39,7285,284,-48,332,194,38,211,23,1348,130,97,9,366,297,361,299,37_11_9
97,121,38,7168,251,-66,317,15,150,186,1,1803,186,117,10,501,392,443,472,37_75_7
103,122,39,6909,254,-57,311,100,109,190,11,1880,186,143,7,497,446,479,458,37_175_23
77,105,35,6888,219,-76,295,75,-15,163,-15,2013,195,155,6,532,478,519,478,37_87_54
130,140,41,7222,292,-43,335,48,138,220,33,1474,154,87,14,421,301,374,397,37_75_37
130,144,42,7171,294,-44,338,49,138,219,34,1443,151,86,13,409,298,367,384,37_75_46
127,138,41,7256,289,-44,333,45,135,217,30,1509,158,89,14,432,309,381,409,37_75_47
113,137,41,7045,271,-57,328,33,121,200,18,1645,172,104,11,465,355,404,439,37_75_48
100,127,39,6996,255,-64,319,20,107,187,6,1672,171,111,9,454,372,424,424,37_173_48
110,131,40,7147,268,-58,326,29,163,199,14,1676,175,105,12,475,358,412,449,37_75_18
108,132,40,7098,268,-58,326,106,115,198,14,1332,136,86,11,365,288,356,323,37_87_16
106,129,40,6989,261,-59,320,26,158,193,12,1804,187,119,10,507,397,438,480,37_113_32
133,136,40,7433,302,-38,340,209,49,227,34,1285,124,93,9,350,282,346,289,37_23_5
105,129,39,7105,262,-61,323,177,64,194,10,1315,128,95,11,365,290,360,298,37_199_49
105,128,40,6950,259,-60,319,102,28,191,12,1434,141,102,9,388,320,381,320,37_199_11
126,137,41,7169,289,-44,333,124,46,216,31,1289,128,92,10,351,285,345,289,37_111_14
77,103,34,6972,219,-78,297,148,-16,164,-16,1588,149,106,11,444,337,440,337,37_11_8
115,138,42,6939,273,-53,326,36,122,201,22,1690,177,111,11,478,371,410,452,37_113_3
84,115,37,7028,234,-74,308,82,91,172,-10,1822,181,127,8,489,417,465,451,37_173_25
120,140,42,6969,279,-50,329,41,172,207,27,1704,179,112,11,487,375,405,463,37_113_63
126,134,40,7185,289,-42,331,217,46,217,31,1193,120,86,11,328,263,328,270,37_21_90
95,116,38,6821,243,-60,303,17,146,180,4,2067,207,150,7,555,477,512,526,37_113_11
105,128,40,6913,258,-58,316,26,157,191,13,1868,193,126,10,521,416,453,494,37_113_48
104,125,40,6835,256,-56,312,26,155,189,13,1962,200,137,9,541,443,476,515,37_113_79
122,135,40,7387,289,-47,336,197,77,215,24,1122,117,69,15,318,229,318,259,37_115_48
89,114,37,6882,236,-66,302,87,96,175,-2,1957,193,146,7,518,463,499,477,37_99_10
131,138,40,7411,297,-40,337,47,186,223,32,1517,162,91,14,441,317,373,414,37_39_59
109,129,40,6906,263,-55,318,30,160,195,17,1872,194,127,10,526,416,450,499,37_43_14
88,114,37,6948,235,-71,306,159,-5,175,-5,1601,153,114,9,435,357,432,357,37_21_56
114,129,39,7190,274,-53,327,111,34,204,18,1396,135,100,9,377,309,372,310,37_23_7
98,124,39,7058,252,-65,317,170,57,187,4,1390,136,100,10,382,308,378,317,37_115_4
107,125,39,6968,260,-56,316,105,29,193,14,1596,158,122,8,425,372,421,372,37_89_23
100,125,39,7062,255,-64,319,97,58,188,6,1459,146,100,10,396,326,388,348,37_115_32
101,128,40,6988,257,-62,319,99,108,189,8,1632,166,111,9,440,366,418,408,37_173_27
125,137,40,7351,291,-46,337,200,131,218,28,1214,124,71,14,340,249,334,294,37_87_78
125,132,39,7388,290,-44,334,200,42,218,27,1333,127,95,9,362,291,357,294,37_27_8
100,124,39,6963,253,-62,315,171,23,188,8,1485,145,107,9,401,334,398,334,37_21_33
130,141,41,7331,296,-41,337,47,137,222,33,1524,163,92,14,446,319,375,416,37_39_54
108,125,38,7176,266,-56,322,181,12,198,12,1400,133,99,10,383,305,377,305,37_27_29
124,140,41,7221,286,-49,335,42,132,213,27,1496,156,89,13,425,309,378,401,37_173_34
125,141,42,7205,286,-48,334,43,132,214,28,1497,157,89,13,426,310,377,401,37_173_64
98,126,39,6988,253,-63,316,96,105,186,5,1611,163,109,9,435,360,416,400,37_173_51
126,136,40,7141,289,-43,332,199,46,216,31,1295,128,92,10,352,286,348,289,37_111_60
115,138,42,6939,273,-53,326,36,122,201,22,1690,177,111,11,478,371,410,452,37_113_3
122,141,42,7016,282,-49,331,42,130,209,28,1663,176,106,12,481,358,398,456,37_43_23
128,135,40,7353,294,-41,335,126,45,221,31,1322,128,96,9,357,292,353,297,37_23_59
101,126,39,7131,257,-64,321,20,154,190,6,1702,175,108,11,471,368,424,445,37_173_47
123,134,37,8255,301,-61,362,207,132,226,12,1225,132,74,15,356,265,340,283,21_197_1
121,134,37,8019,294,-59,353,203,180,221,14,1272,131,81,12,363,276,344,304,21_51_2
119,135,37,8269,299,-65,364,203,128,222,8,1200,134,74,16,357,256,341,272,21_165_1
128,130,37,7994,300,-50,350,209,187,228,20,1276,126,79,12,356,277,333,309,21_199_70
127,133,38,7880,299,-49,348,207,185,225,21,1300,127,80,12,361,278,338,320,21_235_41
128,128,36,8081,299,-53,352,209,187,228,18,1264,126,78,12,355,274,330,303,21_125_32
123,135,38,8007,297,-57,354,205,181,223,16,1283,132,82,12,365,276,345,309,21_51_15
122,136,37,8289,303,-62,365,206,132,225,10,1192,134,73,16,355,253,339,270,21_165_7
128,131,37,7989,300,-50,350,209,187,228,21,1277,126,79,12,356,276,333,311,21_147_14
119,132,37,7941,291,-58,349,199,126,218,12,1279,130,81,12,362,275,346,313,21_131_22
119,135,37,8291,299,-65,364,203,128,222,7,1183,133,74,16,354,251,338,266,21_205_24
123,135,37,8055,297,-60,357,204,181,223,14,1249,130,79,12,357,274,341,296,21_51_38
121,134,38,7976,294,-57,351,202,180,221,15,1294,132,82,12,367,277,349,315,21_51_22
123,136,38,8020,297,-59,356,204,182,223,15,1258,131,80,12,359,274,340,300,21_51_52
128,131,37,7903,299,-50,349,207,187,227,21,1323,128,82,11,364,286,342,328,21_147_32
122,131,36,8313,300,-62,362,206,131,225,10,1229,133,73,15,359,262,342,282,21_197_6
127,133,38,7876,299,-50,349,206,185,225,21,1301,127,81,12,361,280,338,320,21_147_30
128,132,37,7960,301,-50,351,209,186,228,21,1274,126,78,12,356,274,333,311,21_235_44
116,130,35,8383,296,-66,362,201,126,221,3,1163,128,73,16,348,247,332,256,21_205_30
125,130,37,7917,296,-52,348,205,183,224,18,1310,128,82,11,364,285,341,319,21_147_45
118,131,37,7911,289,-58,347,198,176,217,12,1303,131,82,12,366,277,350,323,21_131_7
123,136,38,7983,297,-56,353,204,182,223,16,1265,130,81,12,360,273,343,306,21_131_26
122,135,38,7994,295,-58,353,203,181,222,15,1267,131,81,12,362,275,344,303,21_131_60
121,135,37,8077,296,-60,356,204,180,222,13,1250,131,79,13,359,275,342,295,21_189_5
121,127,37,7862,292,-50,342,202,17,220,17,1092,106,75,10,297,236,287,236,51_9_63
100,118,33,8286,273,-78,351,184,-11,204,-11,1081,108,69,14,310,212,302,212,51_187_3
113,130,37,7792,286,-57,343,193,9,211,9,1027,101,71,11,287,215,281,215,51_45_72
79,115,34,7889,244,-92,336,159,-27,176,-27,1206,114,83,10,331,255,321,255,51_15_188
78,115,34,7864,244,-92,336,158,-27,176,-27,1217,115,84,10,332,258,323,258,51_15_190
103,133,37,7894,279,-72,351,183,-2,202,-2,1040,105,70,12,293,215,285,215,51_91_79
107,133,37,7917,283,-68,351,187,1,206,1,1029,103,69,12,289,212,281,212,51_15_215
112,133,38,7870,288,-60,348,193,7,211,7,1067,105,74,11,294,226,285,226,51_17_103
94,126,36,7865,265,-78,343,174,-11,192,-11,1152,113,82,9,316,250,307,250,51_17_119
113,135,38,7914,290,-61,351,194,8,212,8,1054,105,73,11,293,222,284,222,51_17_127
101,129,37,7799,272,-70,342,181,-3,198,-3,1075,107,76,11,301,229,294,229,51_5_110
94,123,36,7631,258,-75,333,171,-9,188,-9,1073,109,74,12,307,227,295,227,51_71_73
91,119,36,7579,252,-76,328,168,-11,185,-11,1102,111,77,11,316,236,300,236,51_71_81
138,134,39,7588,306,-34,340,52,193,233,37,1481,160,92,14,430,310,347,406,47_139_100
102,129,37,7685,272,-70,342,180,-1,198,-1,995,103,68,13,288,208,278,208,51_71_43
118,129,36,8158,296,-60,356,213,9,220,9,1044,105,68,14,302,209,296,209,51_165_36
104,119,35,7738,270,-63,333,183,1,201,1,1192,112,83,10,318,256,309,256,51_19_108
111,133,40,7171,271,-57,328,184,69,201,15,1265,125,90,11,354,277,348,286,37_199_10
120,134,41,6966,278,-45,323,118,126,207,28,1839,185,139,8,488,432,462,457,37_175_11
123,136,41,7134,286,-45,331,121,44,213,29,1294,128,92,10,353,286,346,289,37_111_25
103,123,40,6788,253,-54,307,26,154,187,12,2029,204,146,8,548,466,501,522,37_113_36
123,133,39,7314,288,-45,333,198,41,215,26,1336,128,96,9,363,293,358,297,37_27_39
134,137,40,7485,301,-38,339,49,189,228,34,1482,159,88,14,430,305,364,405,47_123_101
121,134,36,8276,300,-63,363,205,130,224,10,1234,134,75,15,361,265,344,285,21_237_18
128,132,37,7878,298,-51,349,206,186,225,21,1321,128,83,11,364,287,341,325,21_147_37
113,137,41,7045,271,-57,328,33,121,200,18,1645,172,104,11,465,355,404,439,37_75_48
105,128,40,6913,258,-58,316,26,157,191,13,1868,193,126,10,521,416,453,494,37_113_48
101,123,39,6885,252,-59,311,22,152,187,9,1948,199,134,9,538,437,474,511,37_113_16
106,129,40,7030,262,-59,321,26,159,194,12,1797,187,117,11,508,393,436,480,37_39_47
129,143,42,7050,290,-43,333,49,137,216,34,1612,172,101,13,470,342,388,443,37_43_15
111,135,41,7003,269,-57,326,31,164,198,17,1726,180,112,11,489,377,419,463,37_113_68
106,133,41,7031,264,-60,324,26,113,194,12,1595,165,104,10,438,350,403,409,37_173_48
92,119,38,7003,243,-69,312,162,15,179,-1,1439,139,101,10,401,315,398,317,37_121_18
103,127,39,7089,260,-62,322,100,109,192,8,1389,140,92,11,379,305,372,333,47_29_61
79,117,34,7924,244,-95,339,159,-29,176,-29,1263,123,89,9,350,278,341,278,51_91_31
80,118,34,7854,245,-93,338,159,-26,177,-26,1279,125,92,8,352,285,343,285,51_91_29
105,133,38,7907,281,-69,350,186,-1,204,-1,1070,107,74,11,299,226,290,226,51_17_3
112,136,38,7945,290,-64,354,193,6,211,6,1044,105,72,11,293,219,285,219,51_17_25
105,136,38,7991,282,-72,354,186,-2,204,-2,1082,111,75,11,305,232,299,232,51_17_42
110,134,38,7938,286,-65,351,191,4,209,4,1059,106,74,11,296,224,288,224,51_17_18
111,134,38,7935,287,-64,351,192,5,210,5,1056,106,74,11,295,224,287,224,51_17_38
100,131,36,8037,278,-77,355,182,-7,201,-7,962,99,60,16,284,185,281,185,51_165_151
96,129,37,7880,270,-78,348,176,-9,195,-9,1041,104,69,12,293,213,287,213,51_91_27
99,130,37,7905,274,-75,349,180,-6,198,-6,1071,106,73,11,298,224,290,224,51_91_30
84,111,33,7755,246,-82,328,94,-20,181,-20,1320,129,92,10,362,285,334,285,51_125_63
90,114,34,7781,254,-77,331,99,-14,187,-14,1292,126,90,10,353,279,327,279,51_9_57
112,136,38,7935,289,-62,351,193,7,212,7,1045,105,72,12,293,219,284,219,51_17_69
118,138,38,7929,297,-57,354,199,13,218,13,1025,103,70,12,288,214,281,214,51_17_17
97,128,36,7885,270,-76,346,177,-9,195,-9,1144,113,82,10,316,249,307,249,51_17_21
97,128,37,7881,269,-75,344,177,-8,195,-8,1141,113,82,10,316,248,308,248,51_17_54
97,122,36,7790,266,-72,338,177,-7,194,-7,1173,112,83,10,317,252,307,252,51_5_24
125,129,37,7846,296,-45,341,205,21,224,21,1062,104,73,10,292,228,286,228,51_23_65
105,129,38,7658,275,-64,339,183,2,201,2,1021,101,69,12,289,210,279,210,51_121_81
126,129,37,7850,298,-45,343,206,22,225,22,1059,104,72,10,291,229,282,229,51_19_130
118,124,36,7804,287,-50,337,198,14,216,14,1114,107,77,10,301,241,293,241,51_19_133
97,128,36,7956,273,-78,351,178,-9,196,-9,989,100,63,15,288,192,284,192,51_165_187
89,122,35,7921,260,-84,344,170,-17,188,-17,1084,106,71,12,305,219,298,219,51_165_194
97,127,36,7907,271,-76,347,177,-8,196,-8,1024,102,67,13,290,205,285,205,51_15_182
93,127,36,7894,265,-81,346,173,-13,191,-13,1061,105,71,12,297,218,291,218,51_91_73
107,133,37,7914,284,-68,352,187,1,206,1,996,101,65,13,283,200,278,200,51_15_200
118,129,36,8158,296,-60,356,213,9,220,9,1044,105,68,14,302,209,296,209,51_165_36
108,133,38,7650,279,-64,343,185,23,204,5,984,101,66,13,287,207,273,207,51_155_39
88,117,36,7469,247,-76,323,164,-12,181,-12,1160,116,83,11,332,253,314,253,51_21_17
110,129,37,7782,282,-60,342,190,6,208,6,1054,103,73,11,292,221,286,221,51_45_67
91,127,36,7899,262,-85,347,171,-15,189,-15,1171,118,82,10,327,256,319,256,51_91_93
98,131,37,7873,271,-75,346,179,-7,196,-7,1082,110,78,11,306,236,300,236,51_5_107
106,130,39,7395,270,-62,332,181,24,199,7,1172,116,84,11,335,256,321,259,51_173_92
100,129,37,7891,274,-72,346,181,-5,199,-5,1114,110,79,10,308,239,299,239,51_17_134
120,138,38,7940,299,-56,355,201,14,220,14,1005,102,68,12,284,210,278,210,51_5_79
98,130,37,7928,271,-78,349,178,-9,196,-9,1134,114,80,10,316,247,309,247,51_17_150
84,115,35,7581,243,-83,326,161,-19,177,-19,1189,117,83,10,335,253,321,253,51_71_74
111,121,36,7548,271,-57,328,188,119,204,9,1205,125,79,12,345,263,333,280,51_169_95
102,129,37,7883,276,-72,348,182,-3,200,-3,1073,105,73,11,296,224,287,224,51_15_217
104,127,37,7852,276,-67,343,185,-1,202,-1,1119,108,79,10,305,239,296,239,51_5_73
107,129,35,8306,287,-76,363,192,-5,211,-5,994,100,63,15,290,193,285,193,51_187_48
70,100,33,7175,214,-87,301,143,-26,159,-26,1511,146,103,10,424,322,409,322,51_77_89
105,131,36,8051,284,-72,356,187,-3,206,-3,947,97,59,16,278,181,277,181,51_165_167
103,126,35,8142,280,-76,356,186,-6,205,-6,1017,101,64,15,293,198,289,198,51_139_59
100,123,35,8088,274,-76,350,182,-8,201,-8,1051,103,67,14,299,207,295,207,51_139_62
92,117,34,7991,261,-80,341,173,-15,192,-15,1124,108,73,13,313,225,307,225,51_165_153
102,123,35,8020,276,-73,349,194,-6,202,-6,1064,104,69,14,302,211,297,211,51_165_155
103,131,37,7885,278,-70,348,183,-2,202,-2,1064,105,72,11,295,222,286,222,51_17_40
115,135,38,7887,292,-59,351,196,10,214,10,1047,104,71,12,291,219,281,219,51_163_22
121,128,37,7853,292,-50,342,202,17,220,17,1089,106,75,10,297,235,287,235,51_9_39
127,129,37,7876,299,-44,343,208,23,226,23,1064,105,72,11,293,230,284,230,51_19_48
122,131,37,7860,295,-51,346,202,18,221,18,1058,104,72,11,290,227,280,227,51_163_9
123,130,37,7834,295,-49,344,203,19,222,19,1064,104,72,10,292,229,282,229,51_163_45
99,127,35,8313,278,-82,360,184,-13,203,-13,977,99,61,15,288,187,281,187,51_171_15
106,127,38,7345,267,-60,327,180,24,197,7,1230,122,88,11,351,269,339,271,51_191_15
94,122,37,7451,256,-71,327,170,12,187,-6,1116,113,81,12,323,245,307,248,51_197_4
101,131,37,7901,276,-73,349,182,-4,200,-4,1028,103,68,13,290,209,283,209,51_15_73
93,113,35,7475,248,-71,319,169,50,186,-8,1338,135,91,11,382,296,369,306,51_195_78
103,133,37,7939,279,-72,351,184,-3,202,-3,1085,110,75,11,305,231,297,231,51_17_123
116,137,38,7948,294,-60,354,197,10,215,10,1035,104,71,12,290,217,282,217,51_17_128
108,135,38,7950,285,-68,353,189,1,207,1,1062,108,74,11,299,226,292,226,51_17_140
104,130,38,7551,271,-65,336,180,60,199,3,1058,110,75,13,310,230,296,235,51_21_41
110,135,38,7905,287,-65,352,190,4,209,4,1002,102,66,13,285,203,278,203,51_15_115
102,129,37,7883,275,-72,347,182,-3,200,-3,1084,106,74,11,299,228,289,228,51_15_26
111,134,38,7905,287,-64,351,191,6,210,6,1044,104,71,12,291,218,281,218,51_15_89
93,125,36,7862,265,-78,343,174,-12,192,-12,1140,110,79,10,310,243,300,243,51_17_92
111,132,38,7856,286,-60,346,192,7,210,7,1079,106,74,11,297,228,287,228,51_163_136
79,117,34,7900,243,-95,338,159,-28,176,-28,1250,122,88,9,348,275,339,275,51_91_82
105,133,38,7918,281,-69,350,186,-1,204,-1,1062,107,73,11,297,224,289,224,51_17_109
83,120,35,7879,250,-89,339,163,-23,180,-23,1257,122,91,8,344,279,334,279,51_17_111
108,132,38,7853,283,-64,347,189,4,207,4,1044,104,74,11,292,222,286,222,51_5_92
110,138,38,7971,288,-67,355,191,3,209,3,1021,105,72,12,291,219,286,219,51_5_102
92,122,36,7636,256,-77,333,169,-11,187,-11,1104,110,76,11,312,232,300,232,51_71_68
102,128,37,7674,270,-69,339,180,-1,197,-1,994,103,68,12,288,209,277,209,51_71_78
96,122,36,7582,259,-73,332,173,-6,190,-6,1057,108,74,12,306,227,289,227,51_71_86
104,132,38,7608,274,-66,340,182,20,199,2,1014,104,69,13,295,215,280,215,51_197_82
87,113,36,7202,239,-73,312,160,-10,176,-10,1358,133,94,10,381,292,365,292,51_77_86
114,122,36,7617,275,-55,330,191,121,208,11,1202,124,77,12,343,259,330,285,51_169_99
103,132,37,7908,279,-72,351,184,-2,202,-2,1046,104,70,12,292,216,284,216,51_15_214
100,122,35,7836,270,-70,340,109,-4,199,-4,1204,118,83,11,330,259,305,259,51_163_113
106,129,37,7848,279,-65,344,187,2,205,2,1078,106,76,11,299,229,292,229,51_23_111
111,122,36,7670,274,-58,332,189,118,207,8,1251,127,79,12,353,267,339,304,51_105_80
95,126,36,8033,270,-80,350,177,-13,195,-13,1011,101,64,15,293,197,289,197,51_165_157
127,130,37,7881,300,-45,345,208,23,227,23,1062,105,72,11,292,230,282,230,51_9_100
118,133,38,7894,294,-54,348,199,13,218,13,1048,103,72,11,290,222,283,222,51_23_93
101,133,38,7926,275,-75,350,181,-6,199,-6,1090,111,78,11,307,237,301,237,51_5_58
103,133,38,7858,277,-71,348,183,-2,201,-2,1049,106,75,11,296,226,291,226,51_5_37
113,136,38,7943,291,-62,353,195,7,213,7,987,101,69,12,281,210,276,210,51_5_36
116,134,38,7851,292,-57,349,195,11,214,11,966,98,67,12,275,203,270,203,51_45_19
110,132,38,7706,283,-60,343,189,7,207,7,986,99,67,12,281,204,272,204,51_121_46
90,121,36,7583,253,-77,330,167,-12,184,-12,1116,111,77,11,316,235,304,235,51_71_45
109,134,39,7645,280,-63,343,187,6,204,6,983,101,65,13,287,205,273,205,51_155_26
101,125,35,8259,277,-80,357,184,-10,204,-10,1014,102,63,15,295,195,289,195,51_171_31
106,130,36,8217,285,-75,360,190,-4,209,-4,998,99,63,15,289,194,286,194,51_139_37
126,130,37,7854,298,-46,344,206,21,225,21,1055,104,72,11,291,227,283,227,51_163_93
94,125,35,7962,268,-80,348,176,-12,194,-12,1029,102,66,14,294,203,290,203,51_165_116
105,132,37,7960,283,-71,354,186,-1,205,-1,963,98,61,15,278,188,276,188,51_165_24
127,137,39,7922,304,-47,351,208,22,226,22,992,100,67,12,280,208,276,208,51_23_108
95,125,36,7837,265,-77,342,175,-10,192,-10,1158,113,84,9,318,252,310,252,51_5_87
96,124,36,7755,265,-73,338,176,-7,193,-7,1130,110,80,10,312,241,304,241,51_45_55
102,127,37,7727,272,-67,339,181,-1,199,-1,1077,105,74,11,299,225,292,225,51_45_71
115,131,38,7791,289,-55,344,195,11,213,11,1005,99,70,11,281,211,275,211,51_161_68
105,132,38,7834,277,-68,345,184,0,202,0,1028,104,73,11,291,219,285,219,51_45_75
101,130,38,7791,272,-70,342,180,-3,198,-3,1042,105,73,11,295,221,289,221,51_45_76
114,134,38,7822,290,-58,348,194,10,213,10,968,98,67,12,276,203,270,203,51_45_85
96,128,36,8009,272,-80,352,178,-11,196,-11,997,100,63,15,290,194,286,194,51_165_182
107,134,39,7550,277,-64,341,184,23,202,6,1060,107,71,12,305,224,289,224,51_197_87
112,123,37,7598,274,-56,330,189,119,206,10,1233,126,77,12,348,262,336,299,51_169_73
116,126,37,7738,282,-54,336,194,123,212,12,1231,124,76,12,344,259,331,305,51_105_66
102,130,36,7987,279,-74,353,184,-5,202,-5,971,99,62,15,281,189,279,189,51_165_17
123,135,38,8010,296,-57,353,204,182,223,16,1273,131,81,12,363,275,344,306,21_51_1
121,133,37,7953,294,-58,352,202,179,221,15,1295,132,82,12,368,277,348,314,21_51_19
122,135,38,7994,295,-58,353,203,181,222,15,1267,131,81,12,362,275,344,303,21_51_43
143,133,39,7558,309,-27,336,59,199,238,43,1457,167,86,17,439,292,327,406,13_55_5
134,133,41,7009,291,-32,323,55,140,222,40,1663,182,108,13,488,360,391,455,13_311_14
123,134,41,6910,278,-42,320,44,174,209,30,1867,194,132,10,520,422,446,496,13_241_142
142,135,41,7052,302,-25,327,62,149,230,48,1625,172,111,11,462,355,399,433,13_241_143
114,130,40,6924,268,-50,318,35,166,200,22,1854,194,125,11,527,410,440,499,13_241_41
126,131,39,7365,289,-42,331,42,180,218,28,1605,172,100,13,467,338,381,437,13_111_39
124,130,40,7007,280,-41,321,44,176,211,30,1731,186,114,12,502,379,409,470,13_311_49
135,136,41,6972,292,-32,324,56,142,222,42,1677,181,110,13,487,365,396,458,13_311_56
127,133,40,7175,287,-41,328,45,179,217,31,1633,176,104,13,479,350,388,446,13_111_32
120,127,39,7237,278,-46,324,38,173,211,24,1696,182,108,13,494,361,402,461,13_123_40
114,128,40,6849,267,-48,315,36,164,199,22,1968,201,140,9,541,448,475,517,13_241_43
149,131,40,7085,308,-16,324,69,155,237,55,1527,165,105,12,446,330,373,413,13_257_13
121,131,40,7027,277,-45,322,42,173,209,27,1718,184,112,12,499,374,408,466,13_291_5
136,135,41,6987,294,-31,325,56,142,223,43,1726,182,118,11,489,382,415,462,13_241_33
148,130,40,7080,306,-16,322,69,154,237,54,1502,163,103,13,443,325,361,409,13_257_3
132,129,39,7188,291,-33,324,51,185,222,37,1631,179,104,14,485,345,381,451,13_187_2
133,132,39,7482,299,-36,335,49,188,227,34,1541,166,96,14,450,323,362,422,13_111_45
124,131,40,7172,283,-42,325,42,176,214,28,1662,179,106,13,486,356,395,452,13_111_26
115,127,37,7848,287,-56,343,195,11,214,11,1111,107,76,11,301,238,290,238,51_163_26
105,123,35,7860,275,-67,342,113,0,204,0,1170,114,80,11,318,248,303,248,51_15_104
109,132,38,7804,282,-63,345,188,4,207,4,999,100,69,12,283,209,276,209,51_45_9
111,134,38,7922,288,-64,352,192,6,211,6,1035,104,70,12,290,215,281,215,51_15_86
103,131,37,7965,280,-72,352,184,-3,203,-3,972,99,62,15,281,189,279,189,51_165_64
122,128,37,7816,293,-48,341,202,18,220,18,1078,105,74,10,296,231,288,231,51_23_55
85,119,35,7864,252,-87,339,164,-21,182,-21,1152,110,78,11,317,240,309,240,51_15_133
107,130,37,7800,280,-64,344,186,3,205,3,1042,103,73,11,291,220,285,220,51_45_10
89,119,36,7574,250,-78,328,166,-13,182,-13,1132,112,78,11,320,239,307,239,51_71_66
111,129,36,8144,290,-67,357,206,3,214,3,1007,101,65,15,292,199,288,199,51_165_150
101,127,38,7474,265,-66,331,176,18,194,1,1110,112,81,11,320,244,306,248,51_197_2
120,134,38,7848,296,-52,348,200,15,219,15,970,97,68,12,274,205,268,205,51_45_23
119,131,37,7867,295,-52,347,200,15,219,15,1006,99,70,11,281,213,276,213,51_45_33
99,127,37,7753,268,-72,340,178,-5,195,-5,1073,107,75,11,302,226,294,226,51_45_46
119,134,38,7916,296,-54,350,200,14,219,14,995,100,69,12,280,211,276,211,51_45_45
105,133,37,8072,285,-73,358,187,-3,206,-3,933,96,58,17,276,177,274,177,51_165_38
103,130,38,7811,274,-68,342,182,-2,200,-2,1058,105,75,11,296,225,290,225,51_5_17
93,129,37,7870,265,-81,346,174,-13,191,-13,1156,117,83,10,324,255,317,255,51_5_56
107,131,38,7590,274,-63,337,184,62,202,5,1087,113,78,12,318,237,305,243,51_185_39
117,133,38,7900,293,-55,348,198,12,217,12,1057,104,72,11,292,223,284,223,51_5_18
96,123,36,7621,260,-73,333,173,-7,190,-7,1044,108,72,12,302,221,289,221,51_71_67
110,132,38,7857,285,-62,347,191,6,209,6,1080,106,75,11,297,229,287,229,51_163_109
97,126,35,8020,273,-78,351,179,-10,198,-10,1014,101,65,14,291,198,288,198,51_165_79
99,126,37,7496,264,-68,332,175,16,192,-2,1085,110,78,12,314,237,299,239,51_197_68
113,132,36,8208,292,-71,363,196,2,215,2,1038,103,67,14,297,206,293,206,51_157_49
103,131,36,8055,281,-74,355,185,-5,204,-5,955,98,60,16,280,183,278,183,51_165_32
108,133,38,7909,284,-65,349,189,3,207,3,1062,106,75,11,296,227,289,227,51_5_13
106,134,38,7915,283,-69,352,187,0,205,0,1026,104,68,12,290,211,283,211,51_91_7
100,133,37,7961,275,-76,351,181,-7,199,-7,1120,115,78,11,315,243,308,243,51_17_74
110,131,37,7854,284,-62,346,190,5,208,5,1044,104,73,11,292,221,286,221,51_23_41
97,115,33,8063,265,-77,342,179,-11,198,-11,1152,111,75,13,320,231,314,231,51_113_10
105,135,38,7934,280,-71,351,185,-2,203,-2,1034,106,74,11,294,224,289,224,51_5_71
114,131,38,7786,288,-56,344,194,10,212,10,1005,99,70,11,281,211,275,211,51_45_52
102,126,37,7631,268,-68,336,180,18,197,0,1020,106,73,12,298,221,283,222,51_21_3
112,129,37,7863,285,-59,344,192,7,210,7,1083,106,75,11,298,230,289,230,51_23_85
109,127,35,8098,287,-68,355,203,1,211,1,1021,102,66,15,295,202,290,202,51_165_90
108,133,37,7937,285,-66,351,190,3,208,3,1064,107,74,11,298,225,289,225,51_17_44
99,118,33,8193,270,-78,348,182,-12,201,-12,1100,109,70,14,313,217,306,217,51_157_7
109,128,37,7782,281,-61,342,189,5,207,5,1056,103,73,11,293,222,287,222,51_45_11
115,136,38,7910,292,-59,351,196,9,214,9,1039,104,72,11,291,219,283,219,51_17_90
109,133,39,7509,275,-61,336,185,25,202,8,1112,114,80,12,324,243,310,248,51_173_65
100,124,38,7359,260,-66,326,174,18,192,1,1210,120,87,11,346,265,331,268,51_173_64
85,121,35,7830,252,-87,339,164,-21,181,-21,1222,118,88,9,333,269,323,269,51_17_77
90,124,35,7944,263,-84,347,171,-17,189,-17,1052,104,68,13,301,210,296,210,51_165_69
105,132,37,7886,282,-69,351,186,0,204,0,1019,102,68,13,287,208,280,208,51_15_94
99,127,36,7864,271,-74,345,178,-6,197,-6,1086,106,73,11,299,225,291,225,51_15_29
113,136,37,8239,295,-71,366,197,2,216,2,970,96,63,15,281,192,279,192,51_139_20
104,132,36,8232,285,-78,363,188,-7,207,-7,942,96,58,16,279,178,275,178,51_171_13
118,129,36,8158,296,-60,356,213,9,220,9,1044,105,68,14,302,209,296,209,51_165_36
122,135,38,7997,295,-59,354,203,180,222,14,1270,131,81,12,362,276,344,304,21_51_37
122,125,35,8194,294,-58,352,205,182,224,12,1255,129,76,13,359,275,339,293,21_109_8
