bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,plot_ID
125,133,39,7423,291,-44,335,200,42,219,26,1312,125,93,10,359,285,354,287,37_27_24
131,141,41,7287,297,-40,337,48,137,222,34,1521,163,91,14,445,318,375,414,37_39_54
126,137,41,7169,289,-44,333,124,46,216,31,1289,128,92,10,351,285,345,289,37_111_14
106,124,38,7159,263,-58,321,179,10,196,10,1420,135,100,10,389,308,383,308,37_27_29
105,128,40,6977,259,-59,318,26,157,192,12,1819,189,120,11,512,399,441,484,37_43_3
106,132,40,7105,264,-61,325,25,159,194,11,1630,169,103,11,454,353,407,427,37_173_26
99,124,39,6978,252,-63,315,20,151,186,6,1860,191,124,10,517,411,454,489,37_39_62
124,144,43,6984,285,-48,333,45,131,211,30,1593,169,104,12,456,348,385,429,37_113_22
120,140,42,7014,279,-50,329,40,128,207,26,1678,177,107,12,484,362,403,459,37_43_23
128,135,40,7353,294,-41,335,126,45,221,31,1322,128,96,9,357,292,353,297,37_23_59
108,132,40,7098,268,-58,326,106,115,198,14,1332,136,86,11,365,288,356,323,37_87_16
110,127,39,6967,265,-53,318,108,117,198,18,1657,165,127,8,440,391,431,395,37_175_55
79,106,35,6965,222,-77,299,150,-14,166,-14,1583,147,107,11,440,339,437,339,37_11_27
139,138,40,7546,311,-33,344,216,53,234,39,1249,120,89,10,341,272,338,283,37_27_38
115,135,41,6930,271,-52,323,36,167,201,22,1781,187,118,11,508,391,425,482,37_43_4
132,137,40,7264,298,-38,336,129,51,224,36,1269,126,92,10,344,281,342,287,37_111_60
96,130,37,8026,269,-81,350,177,-12,195,-12,1198,125,79,14,354,256,352,256,54_83_2066
75,113,33,7891,236,-98,334,156,88,171,-32,1456,144,106,9,405,336,396,337,54_83_2067
73,111,33,7883,233,-100,333,154,-34,169,-34,1473,145,108,8,408,342,397,342,54_83_2276
77,114,34,7879,238,-97,335,158,89,173,-30,1456,145,107,9,403,338,393,338,54_83_2497
70,115,33,7979,238,-101,339,152,-37,169,-37,1333,127,94,9,375,298,365,298,54_93_43
93,128,36,8092,268,-81,349,175,105,194,-15,1259,129,85,13,371,276,364,277,54_93_424
75,119,35,7929,243,-97,340,155,-33,172,-33,1356,131,95,10,384,308,374,308,54_93_857
95,128,36,8152,271,-80,351,177,107,197,-14,1260,129,85,13,371,275,364,279,54_93_887
87,124,35,8026,258,-88,346,168,99,186,-21,1300,131,89,12,378,288,371,290,54_93_1962
87,124,35,8076,260,-87,347,169,99,186,-22,1300,131,88,13,378,283,370,291,54_93_2349
86,120,35,7880,248,-90,338,166,97,182,-21,1404,145,101,10,396,320,388,323,54_83_1783
90,122,36,7623,254,-78,332,168,-12,185,-12,1112,111,78,11,315,236,303,236,54_63_2467
92,123,36,7657,258,-76,334,170,-11,187,-11,1104,110,77,11,311,233,301,233,54_63_307
92,122,36,7647,256,-77,333,169,-11,187,-11,1098,110,77,11,311,233,300,233,54_63_2467
103,133,37,7948,274,-77,351,183,-5,201,-5,1269,143,85,15,377,274,376,274,54_67_888
91,126,36,7882,257,-86,343,171,-17,187,-17,1329,143,94,12,384,297,379,297,54_67_2232
94,128,36,7883,262,-84,346,174,-14,190,-14,1323,145,92,13,386,293,382,293,54_67_2268
91,126,36,7882,257,-86,343,171,-17,187,-17,1329,143,94,12,384,297,379,297,54_67_2232
96,131,37,7879,268,-79,347,176,-10,194,-10,1101,113,79,11,312,241,306,241,54_25_369
75,116,34,7961,240,-98,338,156,-33,172,-33,1384,136,98,10,391,315,383,315,54_83_1083
71,112,33,7924,235,-101,336,152,-36,168,-36,1338,128,95,9,372,298,363,298,54_83_53
74,114,33,7933,238,-99,337,154,-34,171,-34,1319,128,93,9,368,294,359,294,54_83_260
78,115,34,7891,239,-96,335,158,-30,174,-30,1431,143,104,9,399,330,390,330,54_83_806
96,130,37,7939,266,-81,347,176,-11,194,-11,1218,131,80,14,359,260,358,260,54_83_1918
77,115,34,7899,240,-97,337,157,-30,173,-30,1343,133,95,9,377,302,368,302,54_83_2038
77,118,34,7970,245,-96,341,158,-30,175,-30,1345,132,94,10,382,304,373,304,54_83_2115
85,122,35,7952,253,-90,343,165,-22,183,-22,1261,128,87,11,362,278,357,278,54_83_2222
87,122,35,7921,252,-89,341,168,-20,184,-20,1324,137,92,11,380,296,375,296,54_83_2334
80,117,34,7910,244,-94,338,160,-27,177,-27,1316,131,93,10,371,295,364,295,54_83_2392
85,123,35,7954,254,-88,342,166,-22,184,-22,1249,126,85,11,360,274,355,274,54_83_2428
95,129,36,8084,270,-80,350,177,-13,195,-13,1253,129,84,14,370,274,365,274,54_93_569
82,118,35,7867,243,-93,336,162,93,178,-25,1464,152,107,11,413,329,405,339,54_101_517
89,124,36,7872,254,-88,342,169,99,185,-18,1383,148,98,12,397,311,392,312,54_101_1632
76,115,34,7939,240,-97,337,156,-31,174,-31,1333,131,94,9,375,300,367,300,54_83_1402
74,114,33,7899,237,-99,336,154,-33,170,-33,1327,129,94,9,370,296,361,296,54_83_2332
82,118,35,7868,243,-93,336,162,93,177,-25,1470,152,108,10,413,332,404,342,54_101_1081
94,128,37,7904,262,-83,345,174,-14,191,-14,1338,147,93,13,390,297,386,297,54_101_2463
95,132,37,7912,268,-82,350,175,-12,193,-12,1144,118,82,11,323,254,317,254,54_25_1303
93,129,37,7864,263,-82,345,173,-13,190,-13,1136,117,82,11,323,251,317,251,54_25_865
103,137,38,7976,280,-74,354,184,-4,202,-4,1063,110,75,12,303,232,298,232,54_25_1173
95,131,37,7917,268,-81,349,176,-12,193,-12,1155,118,83,10,324,256,317,256,54_25_1285
100,134,37,7940,275,-78,353,180,-7,198,-7,1102,113,79,11,311,242,305,242,54_25_1597
101,130,36,8242,281,-80,361,185,-10,204,-10,955,97,59,16,282,181,277,181,54_31_1361
68,113,33,7942,234,-103,337,149,-39,166,-39,1337,127,94,9,374,297,363,297,54_71_999
94,127,36,7921,268,-80,348,174,-12,193,-12,1031,103,67,13,293,207,288,207,54_71_1163
101,132,37,7969,278,-75,353,181,-6,200,-6,957,99,60,16,281,184,279,184,54_71_1217
99,130,36,7951,275,-77,352,180,-7,198,-7,976,100,62,15,283,190,280,190,54_71_2297
84,120,35,7923,249,-91,340,165,-23,181,-23,1308,133,92,10,370,293,364,293,54_75_84
88,125,36,7893,256,-87,343,168,-19,185,-19,1205,122,85,10,338,265,330,265,54_75_200
83,118,35,7842,244,-92,336,162,94,178,-24,1450,148,106,10,404,330,395,338,54_75_244
93,130,37,7969,265,-85,350,174,-15,192,-15,1204,124,86,10,338,269,331,269,54_75_349
67,108,32,7850,224,-104,328,147,-40,162,-40,1508,146,111,8,414,348,402,348,54_75_1903
79,117,34,7898,243,-94,337,159,-28,176,-28,1304,129,93,9,363,292,355,292,54_75_2024
80,117,34,7819,241,-94,335,160,91,175,-27,1405,144,103,10,395,321,386,322,54_75_2164
89,126,36,7923,258,-86,344,169,-18,187,-18,1227,124,87,9,342,273,333,273,54_75_2295
66,107,32,7842,223,-104,327,146,-40,162,-40,1511,146,112,8,414,348,401,348,54_75_2323
76,118,34,7980,244,-97,341,157,89,174,-32,1370,134,96,10,389,310,380,311,54_93_238
73,118,34,7966,242,-99,341,154,-35,171,-35,1351,130,95,10,382,306,371,306,54_93_2126
102,130,35,8270,283,-80,363,186,-9,205,-9,952,97,59,16,283,181,277,181,54_31_1695
90,125,36,7977,263,-84,347,171,-17,190,-17,1047,104,68,13,302,208,297,208,54_71_165
87,125,36,7936,259,-87,346,168,-20,186,-20,1137,114,76,12,328,240,323,240,54_71_681
78,115,34,7910,243,-93,336,158,-29,175,-29,1204,114,82,10,333,253,324,253,54_71_2071
81,117,34,7863,243,-93,336,162,92,177,-26,1441,146,106,9,401,331,391,335,54_75_398
85,120,35,7904,249,-90,339,164,-23,182,-23,1298,132,91,10,367,290,360,290,54_75_1103
80,117,35,7840,241,-93,334,160,91,176,-27,1438,148,106,10,404,327,395,332,54_75_1281
73,112,33,7844,232,-100,332,153,-34,168,-34,1482,146,110,8,408,344,397,344,54_75_1665
76,114,34,7804,235,-96,331,155,-31,171,-31,1416,143,104,10,396,324,385,324,54_75_1815
79,117,34,7888,244,-95,339,159,-28,176,-28,1284,126,91,9,356,285,347,285,54_75_2017
73,112,33,7797,232,-98,330,153,-33,168,-33,1448,144,107,9,401,332,390,332,54_75_2059
75,113,34,7823,234,-97,331,155,-32,170,-32,1446,144,107,9,400,333,389,333,54_75_2161
77,114,34,7826,237,-96,333,157,88,172,-30,1468,149,108,10,410,336,400,340,54_75_2351
75,119,34,8034,246,-98,344,157,87,174,-34,1365,133,95,11,389,303,379,310,54_77_1491
81,123,35,7986,254,-92,346,163,-26,180,-26,1206,119,82,11,346,261,338,261,54_23_292
95,130,36,8040,271,-82,353,176,-13,195,-13,1077,111,70,14,318,221,313,221,54_23_2064
91,124,36,7912,256,-86,342,171,-16,188,-16,1319,139,91,12,381,293,376,293,54_83_15
90,126,36,8020,261,-85,346,171,-18,189,-18,1279,131,87,13,374,283,370,283,54_83_340
95,128,36,7903,263,-83,346,175,-12,192,-12,1273,138,86,13,372,279,369,279,54_83_343
70,110,33,7870,230,-101,331,151,-37,166,-37,1469,143,107,8,405,338,394,338,54_83_854
75,115,34,7954,240,-98,338,156,-33,172,-33,1374,135,97,10,387,311,379,311,54_83_973
97,129,36,8130,273,-78,351,180,109,199,-11,1250,129,84,14,370,275,364,275,54_93_668
93,126,36,7897,259,-86,345,173,-15,189,-15,1380,150,97,12,399,310,394,310,54_101_963
105,132,35,8375,289,-78,367,191,-7,211,-7,926,94,57,16,277,175,272,175,54_27_2028
92,122,34,8228,267,-86,353,175,-19,194,-19,1032,104,65,15,300,200,292,200,54_31_229
89,122,34,8072,262,-87,349,171,-20,189,-20,1053,105,67,14,305,207,298,207,54_31_395
92,123,36,7657,258,-76,334,170,-11,187,-11,1104,110,77,11,311,233,301,233,54_63_307
103,130,38,7740,273,-68,341,181,-1,199,-1,1016,103,71,12,289,214,282,214,54_63_1177
93,127,36,7906,261,-84,345,174,-14,190,-14,1330,146,92,13,389,294,385,294,54_67_888
99,133,38,7893,273,-76,349,180,-7,197,-7,1080,111,77,11,307,237,302,237,54_25_1331
100,136,38,7936,274,-78,352,180,-7,198,-7,1080,114,77,12,311,239,307,239,54_25_2233
98,135,38,7957,273,-79,352,179,-9,197,-9,1118,115,80,11,315,248,310,248,54_25_2489
88,125,36,7954,260,-87,347,168,-19,186,-19,1117,112,74,12,323,233,317,233,54_71_822
70,112,33,7900,232,-101,333,150,-37,167,-37,1349,129,96,8,374,301,364,301,54_71_1349
73,113,33,7915,236,-99,335,153,-34,170,-34,1334,129,95,8,370,298,361,298,54_71_1765
78,115,34,7901,243,-93,336,158,-29,175,-29,1208,114,83,10,332,255,323,255,54_71_1785
89,126,36,7899,257,-87,344,169,-18,186,-18,1260,129,90,10,353,283,345,283,54_75_85
78,116,34,7925,242,-96,338,158,-29,175,-29,1293,127,92,9,360,288,352,288,54_75_88
81,117,34,7911,244,-93,337,161,-27,177,-27,1332,134,94,10,376,299,368,299,54_75_121
100,137,38,8004,276,-80,356,181,-8,199,-8,1118,118,79,12,320,247,315,247,54_75_155
85,122,35,7893,249,-91,340,165,96,181,-22,1394,144,101,10,392,318,383,321,54_75_202
96,133,37,7983,269,-84,353,177,-12,194,-12,1194,125,84,11,338,265,331,265,54_75_212
92,128,36,7927,261,-86,347,172,-15,189,-15,1231,129,86,11,350,272,343,272,54_75_329
86,123,36,7877,254,-87,341,167,-20,183,-20,1268,128,92,9,353,285,344,285,54_75_777
91,127,36,7901,261,-86,347,171,-16,188,-16,1221,124,88,10,341,273,334,273,54_75_1341
71,111,33,7836,233,-99,332,151,-35,167,-35,1391,134,102,8,380,315,369,315,54_75_1379
78,115,34,7845,238,-96,334,158,89,173,-29,1453,148,107,10,406,333,396,336,54_75_1871
79,117,34,7897,243,-95,338,159,-28,176,-28,1303,128,93,9,360,291,351,291,54_75_1915
74,112,33,7829,233,-98,331,154,-33,169,-33,1471,146,109,9,407,340,396,340,54_75_2023
80,117,34,7847,241,-94,335,161,91,176,-27,1423,146,104,10,400,324,391,327,54_75_2491
84,120,35,7905,249,-91,340,164,-23,181,-23,1295,131,91,10,364,290,357,290,54_75_3580
88,126,36,7953,262,-86,348,169,-19,187,-19,1111,112,74,13,323,231,318,231,54_23_2193
104,135,37,8092,284,-74,358,186,-4,205,-4,986,104,62,16,295,195,292,195,54_23_2282
103,131,35,8334,285,-80,365,188,-8,208,-8,938,95,58,16,279,178,274,178,54_31_990
99,130,36,8234,279,-82,361,183,-11,202,-11,958,98,59,16,285,182,279,182,54_31_2154
94,126,35,8123,270,-84,354,176,-16,194,-16,1006,101,63,15,295,194,289,194,54_31_2466
96,129,37,7892,269,-79,348,176,-10,194,-10,1031,103,68,12,291,209,286,209,54_71_494
92,126,36,7936,264,-82,346,172,-15,191,-15,1036,104,67,14,298,205,294,205,54_71_525
72,112,33,7906,235,-100,335,152,-35,168,-35,1322,127,94,8,368,294,358,294,54_71_904
101,134,37,7990,279,-76,355,182,-6,201,-6,984,104,62,15,294,193,291,193,54_71_1176
87,124,35,7949,257,-88,345,167,-20,185,-20,1168,117,79,11,337,250,331,250,54_71_1326
93,121,34,8277,268,-86,354,177,-19,196,-19,1018,103,64,15,298,197,289,197,54_31_1316
95,127,35,8175,273,-83,356,179,-14,197,-14,990,100,61,15,291,190,285,190,54_31_1366
88,123,36,7865,252,-88,340,168,99,183,-20,1392,148,100,12,398,313,391,317,54_101_314
80,116,34,7836,240,-94,334,160,91,175,-27,1436,149,105,11,407,325,398,329,54_101_1823
99,135,38,7976,274,-79,353,180,-8,198,-8,1113,115,79,11,315,245,309,245,54_25_2489
101,137,38,7985,277,-78,355,182,-6,200,-6,1089,114,77,12,311,239,306,239,54_25_2514
100,136,38,7936,274,-78,352,180,-7,198,-7,1080,114,77,12,311,239,307,239,54_25_2233
95,130,37,7901,267,-79,346,175,-11,193,-11,1149,116,82,10,321,253,313,253,54_25_2330
69,112,33,7923,233,-102,335,149,-38,166,-38,1352,129,96,9,377,303,367,303,54_71_2425
79,116,34,7827,239,-94,333,158,90,174,-28,1453,147,107,9,405,333,395,337,54_75_470
71,110,33,7789,229,-99,328,151,-35,166,-35,1465,147,108,9,409,336,397,336,54_75_1144
80,116,34,7838,240,-93,333,160,91,175,-27,1476,150,109,10,411,336,402,344,54_75_1340
78,114,34,7851,237,-96,333,158,89,173,-29,1511,152,112,9,419,344,408,355,54_75_1495
77,116,34,7862,241,-95,336,157,-29,174,-29,1317,128,95,8,362,295,352,295,54_75_1725
91,128,36,7929,262,-85,347,172,-16,189,-16,1207,122,87,10,336,269,328,269,54_75_1747
73,112,34,7824,231,-98,329,153,-34,168,-34,1462,146,108,9,406,336,395,336,54_75_1788
86,121,35,7851,249,-90,339,166,97,181,-21,1417,147,103,10,399,321,391,327,54_75_1981
77,115,34,7898,239,-97,336,157,-30,173,-30,1364,135,98,9,380,309,372,309,54_75_2006
83,120,35,7885,247,-92,339,163,-24,179,-24,1330,134,95,9,372,301,363,301,54_75_2249
87,125,36,7866,253,-88,341,167,-20,183,-20,1305,136,94,11,369,296,362,296,54_75_2477
72,112,33,7872,233,-100,333,152,-35,168,-35,1405,137,102,8,388,320,378,320,54_75_2500
86,122,35,7901,251,-90,341,166,-22,182,-22,1292,131,92,10,362,291,353,291,54_75_2512
79,116,34,7907,242,-95,337,160,-28,176,-28,1389,139,99,10,391,317,384,317,54_83_570
79,116,34,7907,244,-94,338,159,-28,176,-28,1315,130,92,10,371,294,363,294,54_83_693
76,114,34,7897,238,-97,335,156,-31,172,-31,1358,134,97,9,380,307,371,307,54_83_992
78,116,34,7925,242,-95,337,158,-29,175,-29,1317,130,93,10,371,295,363,295,54_83_1421
92,124,36,7882,255,-86,341,171,104,187,-16,1405,150,100,11,401,318,394,321,54_83_1538
83,119,34,7931,250,-92,342,163,-24,181,-24,1188,118,82,10,334,257,327,257,54_71_2314
83,120,35,7841,245,-92,337,162,93,178,-24,1392,145,101,11,395,315,387,318,54_25_509
106,139,38,8000,283,-74,357,186,-2,205,-2,1042,111,73,13,301,227,298,227,54_25_1716
93,130,37,7863,263,-83,346,172,-14,190,-14,1158,120,83,11,329,257,323,257,54_25_2137
96,130,37,7930,269,-80,349,177,-11,194,-11,1143,115,82,10,319,252,312,252,54_25_2330
98,135,38,7970,273,-80,353,179,-9,197,-9,1112,116,79,12,317,245,312,245,54_25_2514
104,133,36,8306,287,-79,366,189,-7,208,-7,929,95,57,17,278,175,273,175,54_31_1618
101,134,37,8018,279,-76,355,182,-7,201,-7,990,104,62,15,295,194,292,194,54_71_583
103,133,37,7971,280,-74,354,184,-4,203,-4,955,99,60,15,278,185,276,185,54_71_1228
73,114,33,7914,238,-98,336,154,-34,171,-34,1296,125,91,9,363,286,354,286,54_71_261
65,110,32,7943,228,-106,334,146,-43,162,-43,1382,131,98,8,384,309,373,309,54_71_1141
90,124,35,7940,259,-86,345,170,-17,188,-17,1095,111,73,11,313,229,308,229,54_71_1729
76,115,34,7943,240,-97,337,156,-31,174,-31,1265,123,89,9,354,278,345,278,54_71_2120
102,133,37,7927,278,-74,352,183,-4,201,-4,976,100,62,14,282,192,278,192,54_71_2418
97,131,37,7928,273,-79,352,178,-9,196,-9,1007,105,64,15,297,199,294,199,54_71_2821
74,113,33,7897,237,-98,335,155,-33,171,-33,1368,134,98,9,380,309,370,309,54_75_449
87,122,35,7913,254,-89,343,167,-20,184,-20,1238,126,86,10,350,273,343,273,54_75_596
89,126,36,7906,257,-88,345,169,-18,186,-18,1264,129,91,10,354,285,346,285,54_75_793
96,131,37,7963,269,-81,350,177,-12,194,-12,1161,118,83,10,324,256,317,256,54_75_1463
70,110,33,7841,228,-101,329,150,-37,165,-37,1485,145,110,8,408,343,397,343,54_75_1763
76,113,33,7842,236,-97,333,157,87,172,-30,1501,151,111,9,416,343,406,351,54_75_2169
80,117,34,7818,241,-94,335,159,91,175,-27,1417,144,104,10,396,325,386,327,54_75_2235
82,120,35,7845,245,-92,337,163,-24,178,-24,1365,140,100,10,383,312,374,312,54_75_2250
77,115,34,7929,239,-96,335,157,-31,174,-31,1394,138,100,9,390,318,381,318,54_83_116
70,110,33,7870,229,-102,331,150,-37,165,-37,1469,143,107,8,406,338,395,338,54_83_1109
85,121,35,7941,253,-89,342,166,-22,183,-22,1218,123,83,11,350,265,344,265,54_83_1458
75,112,33,7877,234,-98,332,155,-33,170,-33,1467,145,108,9,406,340,396,340,54_83_1803
84,122,35,7978,252,-90,342,164,-24,182,-24,1312,132,91,11,377,293,371,293,54_83_2473
70,115,34,7969,237,-101,338,151,-37,168,-37,1319,126,92,9,371,292,361,292,54_93_218
73,115,34,7974,238,-100,338,154,85,171,-35,1410,137,100,10,397,321,388,323,54_93_824
88,125,35,8082,262,-87,349,170,99,188,-21,1287,130,88,13,374,282,368,287,54_93_1415
72,117,34,7960,240,-100,340,153,-35,170,-35,1367,131,96,10,386,310,375,310,54_93_2147
74,113,33,7900,236,-99,335,154,-33,170,-33,1406,138,101,9,392,321,383,321,54_83_214
73,113,33,7926,236,-99,335,154,-34,170,-34,1362,133,97,9,379,307,370,307,54_83_265
75,114,34,7909,236,-98,334,155,-33,171,-33,1413,139,101,9,395,323,386,323,54_83_687
123,125,35,8242,297,-58,355,206,131,225,12,1239,129,74,14,357,270,338,287,21_65_11
126,137,41,7272,288,-46,334,43,134,216,28,1522,160,90,14,436,313,383,412,37_75_3
96,122,38,7031,248,-66,314,15,148,183,2,1848,189,123,10,509,409,456,481,37_75_16
128,134,40,7367,294,-41,335,203,45,221,30,1320,127,95,9,358,289,354,294,37_27_14
114,130,40,6906,269,-49,318,112,121,201,22,1896,190,144,8,504,448,476,468,37_175_49
115,129,40,6920,270,-47,317,114,166,202,23,1961,196,150,7,521,466,489,485,37_175_9
94,128,36,7885,262,-84,346,174,-14,190,-14,1324,145,92,13,386,293,383,293,54_67_2268
113,128,39,7247,274,-54,328,187,33,204,17,1375,131,98,9,376,302,370,302,37_11_16
118,136,42,6891,276,-47,323,40,170,204,27,1816,189,126,10,508,410,435,483,37_113_35
103,126,40,6917,255,-59,314,24,155,189,11,1900,196,129,10,529,424,461,501,37_113_177
82,118,35,7852,243,-93,336,162,92,177,-25,1420,147,104,10,401,322,392,326,54_101_689
84,120,35,7871,247,-92,339,165,95,180,-23,1436,150,104,11,406,324,398,331,54_101_705
79,115,34,7862,238,-95,333,159,90,174,-28,1526,155,112,10,425,345,415,359,54_101_1753
88,122,35,7876,252,-88,340,168,99,184,-19,1396,150,99,12,402,313,396,315,54_101_2201
86,120,35,7871,248,-91,339,166,96,181,-22,1458,154,105,11,415,327,408,335,54_101_2438
132,141,41,7354,298,-40,338,49,138,224,34,1504,161,90,14,440,312,373,410,37_39_6
95,120,38,6992,245,-65,310,15,147,182,2,1922,197,130,9,531,427,471,501,37_39_110
96,133,37,7946,269,-82,351,176,-12,194,-12,1151,119,82,11,325,256,319,256,54_25_125
94,129,37,7910,266,-80,346,174,-12,192,-12,1167,118,84,10,326,258,318,258,54_25_1274
100,136,38,7934,275,-77,352,180,-7,198,-7,1070,112,76,12,307,235,303,235,54_25_1389
76,108,35,7022,222,-80,302,74,84,164,-17,1858,182,133,8,498,431,481,448,37_87_74
132,136,40,7369,299,-38,337,129,49,225,34,1310,128,96,9,355,292,349,298,37_111_57
115,131,39,7160,276,-52,328,112,35,205,20,1395,136,100,9,377,310,370,311,37_111_43
128,136,40,7257,293,-42,335,126,47,220,32,1304,129,95,9,355,290,348,295,37_111_27
111,133,41,6901,267,-54,321,32,162,196,18,1798,186,122,10,501,402,437,475,37_113_45
101,125,39,7092,256,-64,320,172,59,189,6,1350,131,97,11,375,298,371,305,37_121_9
102,122,39,6888,253,-57,310,99,108,188,10,1893,188,143,7,502,448,481,462,37_175_30
110,130,40,6954,266,-54,320,108,116,197,17,1664,168,121,8,445,384,427,408,37_87_72
111,134,41,7026,268,-56,324,31,163,198,17,1739,182,112,11,495,377,421,468,37_39_60
125,142,42,7124,286,-47,333,44,133,214,30,1596,169,99,13,465,336,389,438,37_43_5
102,126,39,6987,256,-61,317,23,154,189,9,1847,191,122,10,518,406,449,490,37_43_11
83,110,35,7104,231,-76,307,1,135,171,-12,1962,199,133,9,534,435,483,503,37_75_4
90,124,35,7928,261,-84,345,170,-17,188,-17,1059,105,69,13,302,213,296,213,54_71_5134
77,120,35,7935,247,-95,342,158,-30,175,-30,1249,121,86,10,354,274,345,274,54_23_4051
89,119,34,8195,262,-88,350,172,-22,190,-22,1054,106,66,14,306,205,297,205,54_31_4259
69,110,33,7879,228,-102,330,150,-38,165,-38,1480,144,109,8,407,342,395,342,54_75_7814
90,125,36,7907,255,-87,342,170,102,187,-17,1372,145,98,11,389,312,382,314,54_75_7830
94,131,37,8011,266,-85,351,175,-14,193,-14,1221,127,87,11,344,274,338,274,54_75_7846
99,134,38,7961,273,-79,352,179,-9,197,-9,1142,118,80,11,322,250,315,250,54_75_7850
90,128,37,7919,259,-86,345,171,-17,188,-17,1243,127,89,10,348,279,340,279,54_75_7851
71,110,33,7828,228,-100,328,151,-35,166,-35,1488,148,110,9,412,343,401,343,54_75_7860
88,125,36,7927,258,-87,345,169,-19,186,-19,1217,124,86,10,341,269,334,269,54_75_8772
78,118,34,7963,244,-95,339,159,-30,176,-30,1343,132,94,10,381,303,373,303,54_83_5439
75,114,33,7938,239,-97,336,155,-33,172,-33,1309,127,92,9,366,291,358,291,54_83_5481
79,117,34,7918,243,-95,338,159,-28,176,-28,1333,133,94,10,376,299,368,299,54_83_5482
75,114,33,7902,238,-98,336,155,-32,172,-32,1311,128,93,9,365,292,356,292,54_83_5486
59,106,32,7921,220,-110,330,139,-48,156,-48,1444,136,103,8,400,324,387,324,54_83_8049
76,117,34,7964,243,-97,340,157,89,174,-32,1374,135,97,10,390,312,381,312,54_83_8051
82,122,35,7936,251,-92,343,162,-25,180,-25,1272,126,88,11,364,282,356,282,54_83_8058
72,114,33,7954,236,-100,336,153,-36,169,-36,1411,138,100,10,398,321,388,321,54_83_8060
75,114,33,7953,237,-99,336,155,-33,172,-33,1415,139,101,9,396,323,387,323,54_83_8106
83,119,35,7928,247,-91,338,163,-25,180,-25,1323,134,93,10,376,297,369,297,54_83_8108
82,119,35,7908,246,-93,339,163,-25,179,-25,1341,136,95,10,380,303,374,303,54_83_8109
72,111,33,7882,232,-101,333,152,-35,167,-35,1459,143,106,8,404,336,393,336,54_83_8136
77,114,34,7871,237,-97,334,157,-31,172,-31,1447,144,106,9,401,335,392,335,54_83_8144
76,114,34,7823,236,-96,332,156,88,171,-30,1477,150,109,10,412,337,402,343,54_75_5228
80,117,34,7838,242,-94,336,161,91,176,-26,1413,145,103,10,397,323,388,324,54_75_5234
98,134,37,8011,272,-82,354,178,-10,197,-10,1160,121,81,11,328,255,322,255,54_75_6159
80,117,34,7895,244,-94,338,160,-27,177,-27,1279,127,90,9,358,284,350,284,54_75_7802
76,120,34,7970,246,-97,343,157,89,174,-32,1353,131,95,10,384,305,374,308,54_93_8314
90,125,36,8088,262,-85,347,172,101,190,-19,1311,133,88,13,382,287,377,294,54_93_8321
71,115,34,7947,237,-100,337,151,-37,168,-37,1329,127,93,9,373,296,363,296,54_93_8333
83,118,35,7873,245,-92,337,164,94,179,-24,1471,154,107,11,417,331,409,339,54_101_5876
83,118,35,7842,244,-92,336,163,93,178,-24,1426,149,103,11,405,322,397,326,54_101_5880
85,120,35,7882,247,-91,338,165,96,180,-23,1434,150,104,11,406,323,398,330,54_101_8495
79,116,34,7836,239,-95,334,159,90,174,-28,1444,149,106,10,407,328,398,332,54_101_8499
79,115,34,7862,238,-95,333,159,90,174,-28,1526,155,112,10,425,345,415,359,54_101_8820
90,124,36,7878,254,-87,341,170,100,186,-18,1394,150,99,12,401,313,396,315,54_101_8822
90,126,36,8084,263,-85,348,172,101,190,-19,1297,132,88,13,379,284,372,290,54_93_5707
91,127,36,8046,264,-84,348,172,103,191,-17,1277,131,87,13,375,282,369,283,54_93_5713
78,119,34,7946,246,-95,341,159,-29,176,-29,1350,133,94,11,384,305,376,305,54_93_5723
94,128,36,8135,271,-81,352,177,106,195,-15,1249,128,85,13,368,273,361,276,54_93_8301
77,115,34,7812,237,-95,332,157,-29,172,-29,1403,143,103,10,394,320,384,320,54_25_4060
95,132,37,7923,268,-82,350,176,-12,193,-12,1148,117,82,10,323,254,316,254,54_25_4083
97,132,37,7923,269,-79,348,177,-10,195,-10,1124,115,81,11,317,248,310,248,54_25_4087
104,140,39,8016,281,-77,358,185,-4,203,-4,1084,116,76,13,313,238,309,238,54_25_4101
97,132,37,7878,270,-78,348,177,-9,195,-9,1094,113,78,11,311,240,306,240,54_25_4140
78,115,34,7806,237,-95,332,157,88,173,-29,1420,145,104,10,399,325,390,325,54_25_6688
90,127,37,7873,258,-85,343,169,-17,186,-17,1219,124,88,10,341,272,334,272,54_25_6704
83,119,34,7948,250,-92,342,163,-24,181,-24,1181,117,82,10,333,255,326,255,54_71_7782
71,112,33,7887,233,-100,333,152,-35,168,-35,1364,132,98,8,378,306,368,306,54_75_5173
85,121,35,7897,251,-90,341,165,-22,181,-22,1221,123,85,10,344,268,337,268,54_75_5178
79,116,34,7896,241,-95,336,159,-29,175,-29,1374,137,98,9,385,312,377,312,54_75_5180
67,108,32,7848,225,-103,328,147,-40,162,-40,1500,145,111,8,412,346,400,346,54_75_5189
69,109,33,7829,227,-102,329,149,-38,164,-38,1489,145,110,8,409,343,397,343,54_75_5191
92,128,36,7914,261,-85,346,172,-15,189,-15,1218,126,85,11,345,269,338,269,54_75_5200
