bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,plot_ID
95,127,36,7998,271,-81,352,177,-12,195,-12,1004,101,64,15,292,196,288,196,51_165_151
102,132,37,7935,278,-73,351,183,-4,202,-4,1031,104,69,12,291,212,284,212,51_91_1
96,128,36,7879,268,-78,346,176,-10,194,-10,1098,107,75,10,303,232,294,232,51_91_30
92,125,36,7925,265,-81,346,173,-14,191,-14,1039,103,68,13,296,208,291,208,51_165_42
110,134,38,7917,287,-63,350,191,5,209,5,1057,106,74,11,296,224,288,224,51_17_143
110,137,38,7918,287,-67,354,190,4,209,4,995,103,70,12,285,212,281,212,51_5_112
108,134,39,7651,279,-64,343,185,5,204,5,990,102,66,13,290,207,275,207,51_155_74
102,127,37,7596,268,-67,335,179,18,197,0,1035,107,75,12,302,225,287,227,51_21_73
100,123,38,7307,258,-65,323,173,19,191,2,1264,124,90,10,359,277,346,278,51_191_111
109,134,38,7883,286,-66,352,189,4,208,4,1050,105,72,11,293,220,284,220,51_17_98
82,119,34,7894,248,-93,341,161,-25,179,-25,1223,121,86,9,341,268,333,268,51_91_92
106,131,36,8238,286,-76,362,190,-5,209,-5,979,98,62,15,285,190,281,190,51_171_93
102,125,35,8087,277,-74,351,184,-7,203,-7,1038,102,66,14,296,204,293,204,51_139_62
96,120,34,8011,267,-77,344,178,-11,196,-11,1100,106,71,13,308,219,303,219,51_165_155
97,120,35,7802,265,-72,337,105,-7,195,-7,1228,121,85,11,337,264,310,264,51_163_113
100,130,37,7896,275,-74,349,180,-5,199,-5,1013,102,66,13,288,203,282,203,51_15_191
113,138,38,7927,292,-63,355,194,7,213,7,1015,104,68,13,288,209,281,209,51_17_24
99,132,37,7896,272,-76,348,180,-7,197,-7,1082,110,77,11,306,236,301,236,51_5_64
106,121,36,7765,274,-61,335,186,3,203,3,1170,110,82,10,313,252,303,252,51_23_90
87,121,35,7906,256,-86,342,166,-20,185,-20,1117,108,75,11,310,231,303,231,51_15_188
102,132,37,7884,278,-72,350,182,-3,201,-3,1046,105,70,12,293,217,286,217,51_91_79
111,132,38,7901,286,-61,347,192,6,210,6,1071,105,74,11,296,226,286,226,51_17_103
94,126,36,7865,265,-78,343,174,-11,192,-11,1152,113,82,9,316,250,307,250,51_17_119
101,129,37,7799,272,-70,342,181,-3,198,-3,1075,107,76,11,301,229,294,229,51_5_110
96,125,37,7651,262,-74,336,174,-7,191,-7,1045,107,72,12,300,221,289,221,51_71_73
105,126,38,7187,264,-60,324,178,26,195,9,1326,130,94,11,372,290,366,291,47_91_59
100,122,38,7189,256,-64,320,172,20,189,3,1326,132,95,11,375,291,369,293,47_91_61
90,114,36,7167,242,-71,313,162,-7,179,-7,1368,132,95,10,386,296,374,296,47_91_62
98,120,37,7199,253,-65,318,170,18,187,1,1323,132,94,11,376,290,368,292,47_19_66
95,121,38,7044,249,-67,316,166,18,183,1,1389,137,98,11,389,304,387,306,47_19_68
105,125,38,7251,263,-61,324,178,63,195,8,1278,129,92,11,363,280,356,287,47_19_70
78,110,36,7038,225,-80,305,76,85,165,-16,1837,181,130,8,493,425,474,445,47_29_80
112,130,39,7305,274,-56,330,186,69,203,15,1207,124,78,13,342,256,337,280,47_59_78
124,134,39,7484,290,-46,336,199,78,218,24,1124,121,68,15,323,231,319,261,47_59_83
126,134,39,7502,294,-44,338,202,81,221,27,1118,121,67,15,322,228,318,259,47_59_84
129,135,40,7405,294,-42,336,45,184,222,30,1504,160,89,14,433,310,374,408,47_123_134
124,137,40,7410,289,-48,337,199,79,216,25,1169,125,75,14,341,244,334,266,47_171_28
99,124,38,7070,254,-65,319,170,21,187,4,1368,133,98,11,381,302,377,305,47_171_30
133,137,40,7471,301,-37,338,49,188,226,34,1517,163,92,14,442,317,365,415,47_139_30
133,136,40,7481,301,-37,338,49,188,227,34,1523,164,93,14,445,319,365,417,47_139_34
128,134,40,7420,293,-41,334,44,183,220,29,1573,169,97,13,458,331,376,429,47_139_36
122,135,40,7320,284,-49,333,39,177,213,24,1558,164,93,14,447,324,388,422,47_123_21
138,138,40,7535,306,-34,340,53,193,232,38,1474,159,90,14,430,308,351,405,47_139_21
115,132,39,7335,276,-55,331,188,71,206,17,1207,125,79,13,345,257,338,278,47_179_8
112,128,38,7400,274,-56,330,186,68,204,13,1228,124,89,11,350,270,342,276,47_163_8
88,115,37,7008,238,-71,309,159,12,176,-5,1458,140,102,10,407,318,404,320,47_19_22
102,124,38,7274,261,-63,324,176,22,193,5,1287,126,91,10,364,281,353,281,47_91_9
121,133,39,7552,288,-50,338,197,76,215,20,1166,119,83,11,335,254,326,264,47_163_3
123,133,39,7579,290,-48,338,199,77,218,22,1159,119,81,12,333,252,324,264,47_163_7
96,121,38,7097,250,-66,316,168,18,184,1,1377,136,97,11,388,301,384,303,47_19_19
98,124,38,7062,253,-65,318,96,106,187,4,1478,148,100,10,401,330,392,355,47_29_18
120,135,40,7298,282,-50,332,37,175,211,23,1585,167,96,13,455,332,392,429,47_123_27
104,125,38,7177,261,-61,322,23,158,194,8,1755,183,112,11,494,377,428,466,47_123_29
128,134,39,7521,294,-43,337,43,183,222,27,1537,165,93,14,443,319,370,418,47_123_46
104,126,39,7205,261,-62,323,22,157,194,8,1716,178,108,11,481,367,423,454,47_123_16
97,120,37,7169,250,-67,317,15,150,186,1,1811,187,117,11,504,392,444,475,47_123_23
110,127,38,7351,271,-57,328,184,66,202,12,1240,126,89,11,354,271,346,278,47_163_9
124,135,39,7491,290,-48,338,199,79,218,24,1148,124,71,14,335,239,327,266,47_179_17
110,129,39,7272,270,-58,328,183,67,200,13,1252,127,86,12,355,271,348,286,47_179_13
99,121,38,7178,253,-64,317,17,153,189,3,1811,188,117,11,507,391,441,478,47_123_37
139,139,40,7537,309,-33,342,54,195,234,39,1461,158,88,14,426,304,350,401,47_139_17
132,134,39,7534,299,-39,338,47,188,226,32,1525,164,94,14,442,318,360,417,47_139_28
139,134,39,7582,307,-32,339,54,194,234,38,1486,160,93,14,433,311,348,408,47_139_47
120,134,40,7358,283,-51,334,193,76,212,22,1204,125,81,13,346,258,338,275,47_171_11
111,131,39,7238,272,-57,329,184,69,202,14,1253,126,87,12,353,272,347,285,47_171_14
118,133,39,7379,282,-51,333,192,74,210,20,1161,122,73,14,332,243,326,269,47_59_7
131,134,39,7596,300,-40,340,209,138,227,31,1142,122,66,15,330,232,321,271,47_29_13
144,136,39,7659,313,-30,343,58,200,240,42,1430,155,89,14,415,298,334,393,47_139_50
112,130,39,7301,274,-56,330,186,68,203,15,1207,123,77,13,341,255,336,281,47_59_9
99,121,37,7220,256,-65,321,172,19,189,2,1312,130,93,11,372,287,364,288,47_91_12
130,138,40,7416,297,-40,337,46,186,223,32,1519,163,91,14,442,317,372,414,47_123_41
127,134,39,7449,293,-44,337,202,133,220,28,1177,122,68,15,335,240,328,281,47_29_19
119,133,40,7373,281,-51,332,192,75,210,20,1206,124,81,12,345,260,337,277,47_171_6
100,121,37,7255,257,-64,321,173,20,190,3,1308,129,93,11,370,286,361,287,47_91_10
98,120,37,7246,255,-66,321,171,18,188,1,1301,129,93,11,370,285,360,286,47_91_15
134,136,40,7474,299,-39,338,49,189,227,34,1478,158,87,14,427,303,366,402,47_123_34
136,137,40,7513,303,-37,340,51,192,230,36,1462,157,87,15,423,300,360,399,47_123_35
102,124,38,7150,259,-62,321,174,61,191,6,1313,131,94,11,371,289,365,292,47_19_16
101,125,38,7127,257,-64,321,173,59,189,5,1332,131,94,11,371,292,366,304,47_171_16
110,121,37,7310,267,-54,321,27,164,201,13,1738,184,111,12,496,369,413,466,47_139_40
117,139,41,7217,280,-54,334,35,124,207,20,1377,143,82,13,380,286,358,353,47_155_18
122,140,41,7293,285,-52,337,120,129,212,24,1349,139,79,13,373,278,354,344,47_155_67
95,123,38,7093,249,-68,317,14,102,183,0,1677,170,110,10,454,371,427,425,47_155_68
111,133,40,7231,270,-59,329,28,118,201,14,1524,158,93,12,423,323,387,397,47_155_73
135,138,40,7511,304,-37,341,50,190,229,35,1495,161,90,14,436,312,361,409,47_139_110
120,130,39,7346,281,-48,329,36,173,211,22,1632,174,101,13,471,344,391,442,47_139_111
132,136,40,7401,299,-37,336,49,186,225,34,1543,166,94,14,452,324,370,422,47_139_112
130,134,39,7537,297,-41,338,45,185,224,29,1528,164,93,14,441,318,364,417,47_139_113
139,136,39,7567,308,-33,341,54,196,234,39,1473,159,91,14,429,308,348,404,47_139_114
130,133,39,7522,296,-41,337,45,185,224,30,1540,166,95,14,446,322,365,420,47_139_115
139,134,39,7557,306,-32,338,54,194,233,38,1488,160,93,14,434,312,349,409,47_139_116
102,125,39,7100,258,-62,320,173,23,190,7,1350,133,96,11,378,296,374,299,47_19_37
128,133,39,7515,294,-43,337,43,183,222,27,1531,164,93,14,441,318,369,417,47_107_18
122,133,39,7437,287,-48,335,197,77,215,23,1201,122,84,11,342,261,334,274,47_19_28
132,138,40,7436,300,-38,338,48,187,225,34,1518,163,91,14,443,318,370,414,47_139_65
123,134,40,7437,287,-48,335,197,77,215,23,1197,122,82,12,341,259,333,275,47_19_32
114,130,39,7382,277,-54,331,188,70,206,15,1233,123,89,11,350,272,341,276,47_91_24
112,128,38,7391,273,-56,329,186,68,203,13,1231,125,88,11,351,269,343,278,47_163_32
107,130,39,7197,266,-61,327,25,160,197,11,1619,168,101,12,452,346,405,426,47_9_67
127,133,39,7398,290,-44,334,43,182,219,28,1472,154,86,14,417,302,374,394,47_9_70
139,137,40,7529,306,-35,341,53,195,232,38,1441,155,86,15,417,295,353,394,47_123_72
129,137,40,7424,295,-42,337,45,184,221,30,1533,164,92,14,445,320,374,418,47_123_74
115,130,39,7445,279,-53,332,191,71,208,16,1201,122,87,11,344,263,335,270,47_163_72
116,135,40,7229,276,-55,331,33,123,205,19,1502,156,91,12,420,315,381,395,47_9_52
113,132,40,7271,273,-57,330,30,167,203,16,1553,161,94,12,435,327,391,411,47_9_54
100,125,38,7144,256,-65,321,19,153,189,5,1712,176,109,11,474,370,425,448,47_9_55
135,132,39,7450,298,-37,335,50,141,227,35,1404,147,81,14,398,284,361,376,47_9_58
137,134,40,7397,299,-34,333,52,144,228,38,1432,151,83,15,408,289,366,385,47_9_61
109,127,38,7311,269,-57,326,183,67,201,12,1247,127,88,11,355,272,347,283,47_163_16
127,133,39,7596,294,-44,338,204,81,222,26,1142,119,75,12,328,245,319,267,47_163_25
128,135,40,7434,293,-43,336,44,183,221,29,1508,160,89,14,434,310,375,410,47_123_63
134,137,40,7437,301,-36,337,50,189,227,35,1520,163,92,14,444,318,365,416,47_139_66
126,137,40,7465,292,-47,339,201,81,219,26,1153,125,73,14,338,240,330,263,47_171_48
118,133,39,7362,280,-53,333,191,74,209,19,1194,125,78,13,344,253,336,275,47_179_43
95,118,37,7161,247,-67,314,13,148,184,-1,1834,189,120,10,508,399,450,479,47_123_123
133,137,40,7433,299,-39,338,48,187,226,34,1490,159,88,14,431,307,369,406,47_123_125
130,136,40,7490,297,-41,338,45,185,223,30,1523,163,92,14,441,318,369,415,47_123_129
104,128,39,7161,261,-63,324,22,157,193,8,1652,170,104,11,458,356,413,432,47_9_7
129,136,40,7380,291,-44,335,45,136,220,30,1393,144,81,14,388,284,363,365,47_9_25
123,135,40,7286,284,-48,332,40,131,213,25,1491,155,88,13,421,307,379,398,47_9_44
127,134,40,7366,289,-45,334,43,133,219,28,1452,151,85,14,409,298,372,386,47_9_10
135,131,39,7492,298,-36,334,50,142,228,34,1387,145,80,14,391,281,358,369,47_9_29
129,133,39,7416,291,-43,334,45,136,221,30,1443,151,84,14,408,295,369,385,47_9_30
123,134,40,7341,284,-48,332,39,178,214,24,1494,156,88,13,422,308,379,399,47_9_13
121,134,40,7319,283,-50,333,38,175,212,23,1531,160,91,13,435,317,384,412,47_9_31
140,132,39,7484,303,-31,334,55,147,233,40,1399,148,81,15,399,282,358,376,47_9_47
129,135,39,7480,296,-42,338,205,135,223,30,1175,123,67,15,337,238,328,281,47_29_29
133,135,39,7595,302,-39,341,210,138,228,32,1157,122,65,15,334,232,324,278,47_29_26
113,135,40,7186,275,-56,331,110,120,203,17,1350,139,82,12,372,284,356,338,47_29_48
115,131,39,7445,279,-54,333,191,71,208,16,1194,121,87,11,342,262,332,268,47_163_24
122,131,39,7522,287,-48,335,198,76,216,22,1170,121,79,12,336,253,327,270,47_163_22
129,134,39,7526,296,-42,338,205,135,223,29,1163,123,67,15,335,236,326,277,47_29_65
96,123,38,7102,250,-68,318,14,103,184,1,1697,172,112,9,460,376,430,432,47_155_57
109,129,39,7224,269,-57,326,182,66,199,12,1242,125,81,12,349,265,344,288,47_59_2
97,120,37,7211,252,-66,318,169,17,186,0,1327,131,94,11,376,290,367,291,47_91_52
108,128,39,7218,268,-59,327,181,28,198,11,1315,129,94,10,368,289,363,291,47_91_55
128,133,39,7386,290,-43,333,44,136,220,29,1454,152,85,14,411,297,372,388,47_9_40
138,136,39,7589,308,-34,342,53,194,234,37,1468,159,90,14,426,305,347,403,47_139_25
123,128,38,7460,286,-45,331,38,177,216,23,1609,172,100,13,464,337,380,437,47_139_49
145,136,39,7645,314,-29,343,59,201,240,43,1427,155,89,14,415,298,334,392,47_139_51
141,135,39,7586,309,-31,340,56,197,236,40,1463,158,91,14,426,306,343,402,47_139_52
121,140,41,7261,284,-53,337,38,128,211,23,1406,146,83,13,390,291,364,364,47_155_42
91,119,37,7123,243,-72,315,9,143,179,-5,1776,179,118,9,480,395,447,452,47_155_12
87,117,37,7083,238,-73,311,85,140,175,-7,1819,183,122,9,491,407,458,461,47_155_4
124,134,39,7577,292,-47,339,201,78,219,23,1156,118,81,11,332,251,322,264,47_163_17
121,132,39,7510,287,-49,336,197,76,215,21,1173,121,80,12,337,254,327,270,47_163_15
126,134,39,7479,293,-45,338,202,133,220,27,1182,123,68,15,337,240,328,284,47_29_20
115,132,39,7312,277,-54,331,189,71,207,18,1228,125,84,12,349,265,342,280,47_171_12
118,132,39,7340,280,-51,331,34,172,209,20,1618,171,99,13,464,340,395,437,47_123_40
133,136,40,7452,298,-39,337,48,188,225,33,1481,158,88,14,427,304,366,403,47_123_43
121,134,40,7412,285,-50,335,195,76,213,22,1171,125,74,14,340,246,332,270,47_179_7
84,110,35,7171,234,-75,309,157,-12,173,-12,1409,136,98,10,398,303,386,303,47_91_6
97,120,37,7181,252,-66,318,169,18,186,1,1334,133,95,11,378,293,372,295,47_19_9
115,133,40,7280,277,-54,331,188,72,206,18,1209,125,80,13,345,257,339,276,47_171_3
130,136,40,7422,297,-40,337,46,184,223,31,1540,165,93,14,448,323,372,420,47_139_6
119,133,39,7390,285,-50,335,194,74,212,21,1151,120,71,14,326,239,323,268,47_59_13
127,134,39,7500,294,-44,338,203,81,221,27,1136,122,67,15,327,233,321,266,47_29_11
119,134,40,7309,281,-51,332,36,173,210,21,1610,170,98,13,463,338,395,436,47_123_38
136,138,40,7546,306,-36,342,51,192,231,36,1477,159,89,14,430,307,356,405,47_139_55
134,137,40,7505,302,-37,339,50,190,228,34,1496,161,91,14,435,312,359,410,47_139_18
115,131,39,7445,279,-54,333,191,71,208,16,1194,121,87,11,342,262,332,268,47_163_1
107,129,39,7171,266,-60,326,179,27,196,11,1320,130,95,11,368,291,364,295,47_19_5
105,125,38,7268,264,-60,324,179,63,196,8,1277,129,92,11,363,280,356,287,47_19_11
128,133,39,7515,294,-43,337,43,183,222,27,1531,164,93,14,441,318,369,417,47_107_2
123,132,39,7526,289,-47,336,199,77,217,23,1163,121,77,12,334,250,325,270,47_163_13
105,127,39,7171,263,-61,324,177,63,194,9,1305,130,94,11,366,287,361,295,47_171_7
141,136,39,7590,310,-32,342,55,196,236,40,1464,158,91,14,427,306,344,403,47_139_44
115,131,39,7302,277,-53,330,188,71,206,17,1242,125,89,11,352,272,345,281,47_19_65
111,129,39,7331,273,-56,329,186,68,203,13,1242,125,90,11,353,273,345,278,47_19_42
142,134,39,7567,308,-30,338,56,198,236,41,1393,149,81,15,400,281,351,378,47_123_118
110,129,39,7240,268,-57,325,28,164,200,13,1688,177,105,12,480,358,413,453,47_123_111
135,136,40,7490,301,-38,339,50,190,228,35,1470,157,87,14,424,302,364,400,47_123_112
121,134,40,7347,284,-49,333,38,176,213,23,1585,168,96,13,456,332,389,429,47_123_119
106,126,38,7308,266,-60,326,180,25,197,8,1260,126,91,11,358,277,350,280,47_91_25
139,136,39,7582,308,-33,341,54,194,234,38,1478,160,91,14,431,309,348,406,47_139_62
125,135,40,7337,287,-47,334,41,132,216,26,1523,160,90,14,435,314,383,411,47_123_122
114,136,41,7194,275,-56,331,33,122,204,18,1476,153,89,12,410,310,377,385,47_155_33
131,135,40,7408,297,-38,335,47,185,223,32,1553,167,95,14,455,326,371,425,47_139_38
98,122,38,7148,254,-65,319,170,19,187,3,1339,134,95,11,379,293,374,295,47_91_22
108,128,39,7232,268,-59,327,181,66,198,12,1287,128,93,11,362,284,356,288,47_19_17
120,133,39,7424,284,-50,334,195,76,212,21,1183,125,76,13,342,250,334,273,47_179_6
104,125,38,7301,263,-62,325,177,23,195,6,1263,126,90,11,360,277,349,279,47_91_56
94,117,37,7179,248,-68,316,166,15,183,-3,1354,133,95,11,383,295,375,295,47_91_26
132,137,40,7449,300,-38,338,48,187,225,33,1518,163,92,14,442,318,366,415,47_139_19
123,132,39,7379,286,-45,331,39,177,215,25,1608,172,99,13,467,339,387,437,47_139_32
111,130,39,7271,271,-57,328,184,68,201,14,1257,127,88,11,355,274,349,286,47_171_41
96,122,38,7051,250,-67,317,167,56,184,2,1383,134,99,10,385,306,381,310,47_171_42
125,136,40,7480,290,-48,338,200,80,218,25,1154,125,72,14,338,240,329,266,47_171_43
118,134,40,7351,281,-53,334,192,74,210,20,1199,124,80,13,343,255,337,273,47_171_23
124,137,40,7329,287,-48,335,41,131,215,26,1419,147,83,13,395,292,367,371,47_9_41
86,115,36,7087,237,-75,312,5,138,174,-9,1839,185,124,9,496,410,461,467,47_9_42
113,131,39,7327,275,-55,330,187,120,205,16,1218,123,75,13,341,256,336,290,47_59_15
136,135,39,7626,306,-36,342,213,89,232,35,1115,122,65,16,325,226,317,260,47_29_12
113,132,40,7224,275,-54,329,111,119,204,17,1250,127,78,12,344,265,341,300,47_29_16
125,135,40,7374,288,-46,334,41,180,217,26,1531,162,91,14,439,317,382,414,47_123_18
114,131,39,7298,275,-55,330,187,70,205,16,1203,124,79,13,342,256,336,277,47_179_9
102,124,38,7169,259,-62,321,174,23,191,6,1347,132,95,10,378,294,373,294,47_91_4
120,133,39,7407,284,-51,335,195,75,212,21,1210,123,83,12,345,262,337,277,47_19_6
106,126,38,7279,265,-60,325,180,64,197,9,1273,129,91,11,361,279,354,287,47_19_7
107,128,38,7331,269,-60,329,181,26,199,9,1235,122,88,11,352,270,340,272,47_91_7
119,133,40,7308,280,-51,331,36,173,210,21,1593,168,97,13,456,334,393,430,47_123_25
118,133,40,7297,279,-52,331,34,172,208,20,1616,171,99,13,464,340,397,436,47_123_31
132,135,39,7527,299,-40,339,47,187,225,31,1509,163,92,14,437,314,362,412,47_123_47
118,132,39,7370,282,-51,333,192,74,210,19,1229,123,89,11,348,270,341,277,47_19_14
100,125,38,7126,257,-64,321,172,22,189,5,1357,134,97,11,380,297,377,300,47_19_18
76,103,34,6962,217,-80,297,146,-17,162,-17,1612,150,109,10,448,345,445,345,47_19_26
114,131,39,7321,276,-54,330,188,71,205,16,1220,126,82,12,348,262,341,280,47_179_4
116,134,40,7285,278,-54,332,189,73,207,19,1207,124,81,13,344,257,338,275,47_171_18
103,124,38,7244,261,-62,323,176,23,193,6,1292,129,92,11,367,283,359,285,47_91_20
98,123,38,7136,253,-66,319,170,56,187,2,1382,136,95,11,381,304,376,321,47_59_10
122,135,40,7391,287,-48,335,197,129,215,24,1214,123,71,14,341,249,334,294,47_29_21
120,135,40,7345,284,-50,334,194,126,212,22,1245,127,73,14,346,256,339,305,47_29_23
130,136,40,7471,297,-41,338,46,185,223,31,1517,162,91,14,439,315,371,413,47_123_42
109,127,38,7355,270,-58,328,183,27,201,10,1246,125,90,11,355,274,346,277,47_91_19
98,121,37,7188,254,-65,319,171,19,187,2,1329,132,94,11,377,291,370,292,47_91_21
112,131,39,7211,272,-57,329,184,69,202,15,1247,125,86,12,351,270,345,285,47_171_17
128,134,39,7576,297,-43,340,205,82,224,28,1105,121,67,15,320,226,315,255,47_59_11
87,116,37,6987,236,-72,308,158,10,174,-6,1515,145,109,9,416,340,412,341,47_171_19
107,126,38,7329,268,-59,327,181,26,199,9,1248,125,90,11,356,274,346,277,47_91_18
128,135,40,7385,293,-41,334,44,182,220,29,1566,168,96,14,456,330,377,426,47_139_53
133,137,40,7473,300,-39,339,48,188,226,33,1491,160,89,14,432,308,366,407,47_123_45
129,137,40,7414,296,-41,337,46,183,222,31,1533,164,92,14,446,321,374,418,47_139_15
134,139,40,7472,303,-37,340,50,189,228,35,1499,161,90,14,438,313,363,411,47_139_16
105,126,39,7163,263,-60,323,177,25,194,9,1334,131,95,11,374,292,369,295,47_19_15
101,122,37,7242,259,-63,322,174,21,191,4,1306,129,93,11,370,285,361,287,47_91_11
101,122,38,7253,258,-63,321,174,20,191,3,1281,128,92,11,365,281,355,283,47_91_16
129,134,39,7526,296,-42,338,205,135,223,29,1163,123,67,15,335,236,326,277,47_29_14
135,136,40,7537,302,-38,340,211,140,229,35,1179,124,67,15,341,237,331,282,47_29_22
112,129,39,7316,274,-56,330,186,30,203,14,1263,126,91,11,357,278,350,282,47_91_23
123,132,39,7540,289,-47,336,199,77,217,23,1161,120,79,12,334,251,324,267,47_163_12
125,136,40,7385,289,-46,335,41,180,217,26,1550,165,93,14,447,323,382,420,47_123_39
136,137,40,7514,304,-35,339,51,192,230,36,1493,161,91,14,435,312,357,409,47_139_31
133,136,40,7481,301,-37,338,49,188,227,34,1518,163,93,14,442,318,362,415,47_139_35
124,131,39,7370,287,-44,331,40,178,216,26,1610,172,100,13,467,339,384,438,47_139_39
115,124,38,7350,274,-51,325,31,168,207,17,1701,181,108,13,489,360,403,459,47_139_45
122,133,39,7580,290,-49,339,199,77,217,21,1154,119,81,12,333,250,323,262,47_163_4
115,134,40,7238,276,-54,330,188,72,205,18,1205,123,81,12,341,257,336,275,47_171_4
112,130,39,7312,274,-56,330,186,68,204,15,1207,123,78,13,340,256,336,281,47_59_66
119,135,40,7358,284,-51,335,116,126,211,21,1248,127,73,13,347,257,339,305,47_29_40
110,132,40,7183,270,-57,327,107,117,200,14,1295,132,82,12,356,278,350,311,47_29_25
102,128,39,7089,258,-64,322,21,109,190,7,1587,162,102,10,432,346,405,404,47_155_30
132,138,40,7477,298,-42,340,207,139,225,32,1284,130,73,14,360,260,346,326,47_155_41
134,137,40,7437,301,-36,337,50,189,227,35,1520,163,92,14,444,318,365,416,47_139_64
133,135,39,7487,300,-38,338,48,188,226,33,1523,164,93,14,443,319,364,416,47_139_58
135,136,40,7589,303,-37,340,50,191,230,34,1492,161,91,14,433,310,353,409,47_139_60
140,137,40,7574,309,-32,341,55,196,235,39,1460,158,90,14,426,305,344,402,47_139_57
126,129,38,7479,289,-43,332,41,181,219,26,1582,170,98,14,458,331,373,431,47_139_106
134,136,40,7511,302,-37,339,49,189,228,34,1511,163,92,14,440,316,361,413,47_139_61
143,135,39,7602,311,-30,341,57,198,238,41,1448,157,91,14,422,304,338,398,47_139_98
114,134,40,7216,274,-56,330,32,121,203,17,1542,160,94,12,432,325,389,408,47_9_39
83,113,36,7045,232,-76,308,81,134,170,-11,1874,187,129,8,504,425,474,468,47_155_43
112,135,40,7203,273,-58,331,109,119,201,15,1392,144,85,12,383,294,363,352,47_155_39
94,123,38,7067,248,-68,316,92,101,182,0,1645,166,110,9,445,367,423,410,47_155_52
91,120,38,7048,244,-70,314,89,99,179,-3,1712,172,115,9,463,383,438,428,47_155_11
130,140,41,7424,296,-44,340,204,137,223,31,1268,129,72,14,357,256,345,316,47_155_28
132,139,40,7497,297,-43,340,207,140,225,31,1272,129,72,14,358,258,344,320,47_155_6
134,139,40,7550,300,-41,341,209,141,228,33,1254,128,71,14,353,254,339,317,47_155_10
115,137,41,7247,276,-57,333,32,122,205,17,1433,148,86,12,396,300,369,370,47_155_55
108,127,38,7345,269,-59,328,182,26,199,9,1241,123,89,11,353,272,342,274,47_91_31
114,131,39,7275,275,-55,330,31,168,205,17,1616,169,99,12,458,340,400,433,47_123_120
120,134,40,7324,282,-50,332,37,174,211,22,1565,165,94,13,447,326,389,422,47_123_110
132,134,39,7534,299,-39,338,47,188,226,32,1525,164,94,14,442,318,360,417,47_139_59
97,125,39,7048,252,-66,318,17,150,185,3,1701,174,111,10,465,375,428,437,47_155_15
98,123,38,7078,254,-65,319,170,21,187,4,1385,136,98,11,387,302,386,304,47_19_51
105,129,39,7133,264,-60,324,103,62,194,10,1341,135,88,11,367,292,361,320,47_29_71
140,138,40,7583,308,-33,341,54,195,235,39,1458,158,89,14,425,303,347,401,47_139_23
138,137,40,7558,308,-33,341,53,194,233,38,1475,159,90,14,430,308,351,405,47_139_26
135,136,40,7511,303,-36,339,51,190,229,35,1511,163,93,14,442,316,358,415,47_139_42
102,123,38,7229,260,-63,323,175,60,192,5,1300,131,94,11,369,286,362,290,47_19_12
121,134,39,7446,287,-50,337,196,76,214,22,1149,123,72,14,332,239,326,265,47_179_3
127,134,39,7520,295,-43,338,204,134,222,28,1142,122,67,15,328,234,321,269,47_29_5
136,134,40,7446,300,-35,335,52,191,229,36,1449,154,85,15,416,295,366,392,47_123_3
127,135,40,7389,290,-44,334,43,181,219,28,1521,161,90,14,437,314,379,412,47_123_5
119,134,40,7324,281,-51,332,36,173,210,21,1594,168,97,13,456,334,393,430,47_123_7
123,136,40,7347,287,-47,334,40,178,215,25,1571,167,95,13,454,329,386,426,47_123_9
134,136,39,7569,303,-38,341,49,190,229,34,1494,161,91,14,433,310,356,409,47_139_8
138,136,40,7545,306,-34,340,53,193,232,37,1485,160,91,14,433,310,351,408,47_139_11
134,134,39,7509,301,-36,337,50,189,228,34,1523,164,94,14,444,319,360,417,47_139_13
115,131,39,7324,277,-54,331,189,72,207,17,1230,125,85,12,349,267,342,281,47_19_69
131,133,39,7542,298,-40,338,46,187,226,31,1526,164,94,14,442,319,361,417,47_139_29
85,113,36,6997,233,-74,307,156,8,172,-8,1505,143,106,10,418,331,414,332,47_171_10
107,127,38,7342,268,-60,328,181,25,199,8,1246,124,89,11,355,273,345,276,47_91_14
104,125,38,7309,264,-61,325,178,23,196,6,1268,126,91,11,361,278,351,280,47_91_17
130,136,40,7403,295,-41,336,46,186,222,31,1502,160,89,14,433,310,373,408,47_123_33
89,116,37,7011,239,-71,310,160,12,176,-5,1469,140,104,10,408,325,404,326,47_171_13
106,126,38,7209,266,-59,325,179,26,196,10,1326,130,94,10,371,290,366,292,47_91_13
128,137,40,7399,293,-43,336,44,182,220,29,1540,165,93,14,447,322,375,419,47_139_14
133,136,40,7476,301,-37,338,49,188,227,34,1526,164,93,14,445,320,365,417,47_139_37
134,137,40,7459,302,-36,338,50,189,228,35,1510,163,92,14,442,316,362,414,47_139_33
108,127,38,7286,268,-59,327,181,65,199,10,1275,128,92,11,361,280,355,285,47_19_10
104,126,39,7205,261,-62,323,22,157,194,8,1720,179,109,11,482,368,423,455,47_123_15
116,132,39,7319,279,-52,331,190,73,208,19,1186,124,76,13,340,250,333,274,47_171_21
101,123,38,7193,258,-63,321,174,22,191,5,1310,131,94,11,371,288,364,290,47_19_3
99,123,38,7120,255,-65,320,171,21,188,4,1351,134,96,11,380,296,377,299,47_19_4
120,132,39,7522,286,-50,336,196,75,215,20,1171,120,84,12,337,256,327,264,47_163_6
